6.000009,-4E-05,0,0,90,180,1,15,0.5,0.5,0,0,0,0,0,0
12.000009,-4E-05,0,0,90,180,1,15,0.5,0.5,0,0,0,0,0,0
18.000008,-4E-05,0,0,90,180,1,15,0.5,0.5,0,0,0,0,0,0
24.000008,-4E-05,0,-90,84.374367,-90.000069,1,15,0.5,0.5,0,0,0,0,0,0
28.592163,0.913505,0,-90,67.499336,-90,1,15,0.95,0.95,0,0,0,0,0,0
32.48521,3.514757,0,-90,44.999981,-90,1,15,0.95,0.95,0,0,0,0,0,0
35.08646,7.407806,0,-90,22.499987,-90,1,15,0.95,0.95,0,0,0,0,0,0
35.999897,11.999963,0,-90,5.625531,-90,1,15,0.95,0.95,0,0,0,0,0,0
36.000008,17.999956,0,-90,0.001055,-90.000008,1,15,0.5,0.5,0,0,0,0,0,0
36.000008,23.999958,0,-90,0,-90,1,15,0.5,0.5,0,0,0,0,0,0
36.000008,29.99996,0,-90,0,-90,1,15,0.5,0.5,0,0,0,0,0,0
36.000008,35.999962,0,-90.000008,-5.625648,-90.000008,1,15,0.5,0.5,0,0,0,0,0,0
35.086468,40.592117,0,-90.000008,-22.500639,-90.000008,1,15,0.95,0.95,0,0,0,0,0,0
32.485214,44.485168,0,-89.999992,-45,-89.999992,1,15,0.95,0.95,0,0,0,0,0,0
28.592163,47.086418,0,-90,-67.500031,-90,1,15,0.95,0.95,0,0,0,0,0,0
24.000008,47.999855,0,-90,-84.374512,-90,1,15,0.95,0.95,0,0,0,0,0,0
18.000008,47.999962,0,0,-90,0,1,15,0.5,0.5,0,0,0,0,0,0
12.000009,47.999962,0,0,-90,0,1,15,0.5,0.5,0,0,0,0,0,0
6.000009,47.999962,0,0,-90,0,1,15,0.5,0.5,0,0,0,0,0,0
9E-06,47.999962,0,90.000069,-84.374367,90.000069,1,15,0.5,0.5,0,0,0,0,0,0
-4.592143,47.086418,0,90,-67.499336,90,1,15,0.95,0.95,0,0,0,0,0,0
-8.48519,44.485161,0,90,-44.999985,90,1,15,0.95,0.95,0,0,0,0,0,0
-11.08644,40.592117,0,90,-22.499992,90,1,15,0.95,0.95,0,0,0,0,0,0
-11.999877,35.999954,0,90,-11.249996,179.999756,1,15,0.95,0.95,0,0,0,0,0,0
-12.913539,31.407801,0,90.000015,-22.501352,-90,1,15,0.95,0.95,0,0,0,0,0,0
-15.514787,27.514757,0,90.000008,-44.999996,-89.999992,1,15,0.95,0.95,0,0,0,0,0,0
-19.407837,24.913504,0,90.000015,-67.500023,-90.000015,1,15,0.95,0.95,0,0,0,0,0,0
-24,24.000067,0,89.999985,-78.749992,-0.000166,1,15,0.95,0.95,0,0,0,0,0,0
-28.592148,23.086416,0,90.000038,-67.49868,90.000038,1,15,0.95,0.95,0,0,0,0,0,0
-32.485195,20.485163,0,90.000008,-44.999996,90.000008,1,15,0.95,0.95,0,0,0,0,0,0
-35.086445,16.592113,0,90,-22.499975,90,1,15,0.95,0.95,0,0,0,0,0,0
-35.999882,11.999957,0,90,-2.7E-05,90,1,15,0.95,0.95,0,0,0,0,0,0
-35.086449,7.407804,0,90,22.499987,90,1,15,0.95,0.95,0,0,0,0,0,0
-32.485199,3.514755,0,90,45,89.999992,1,15,0.95,0.95,0,0,0,0,0,0
-28.592148,0.913505,0,90,67.500031,90,1,15,0.95,0.95,0,0,0,0,0,0
-23.999992,6.9E-05,0,90.000069,84.374443,89.999931,1,15,0.95,0.95,0,0,0,0,0,0
-17.999992,-4E-05,0,0,90,180,1,15,0.5,0.5,0,0,0,0,0,0
-11.999991,-4E-05,0,0,90,180,1,15,0.5,0.5,0,0,0,0,0,0
-5.999991,-4E-05,0,0,90,180,1,15,0.5,0.5,0,0,0,0,0,0
9E-06,-4E-05,0,0,90,180,1,15,0.5,0.5,0,0,0,0,0,0
6.000009,-4E-05,,,,,,,,,,,,,,
12.000009,-4E-05,,,,,,,,,,,,,,
18.000008,-4E-05,,,,,,,,,,,,,,
24.000008,-4E-05,,,,,,,,,,,,,,
28.592163,0.913505,,,,,,,,,,,,,,
32.48521,3.514757,,,,,,,,,,,,,,
35.08646,7.407806,,,,,,,,,,,,,,
35.999897,11.999963,,,,,,,,,,,,,,
36.000008,17.999956,,,,,,,,,,,,,,
36.000008,23.999958,,,,,,,,,,,,,,
36.000008,29.99996,,,,,,,,,,,,,,
36.000008,35.999962,,,,,,,,,,,,,,
35.086468,40.592117,,,,,,,,,,,,,,
32.485214,44.485168,,,,,,,,,,,,,,
28.592163,47.086418,,,,,,,,,,,,,,
24.000008,47.999855,,,,,,,,,,,,,,
18.000008,47.999962,,,,,,,,,,,,,,
12.000009,47.999962,,,,,,,,,,,,,,
6.000009,47.999962,,,,,,,,,,,,,,
9E-06,47.999962,,,,,,,,,,,,,,
-4.592143,47.086418,,,,,,,,,,,,,,
-8.48519,44.485161,,,,,,,,,,,,,,
-11.08644,40.592117,,,,,,,,,,,,,,
-11.999877,35.999954,,,,,,,,,,,,,,
-12.913539,31.407801,,,,,,,,,,,,,,
-15.514787,27.514757,,,,,,,,,,,,,,
-19.407837,24.913504,,,,,,,,,,,,,,
-24,24.000067,,,,,,,,,,,,,,
-28.592148,23.086416,,,,,,,,,,,,,,
-32.485195,20.485163,,,,,,,,,,,,,,
-35.086445,16.592113,,,,,,,,,,,,,,
-35.999882,11.999957,,,,,,,,,,,,,,
-35.086449,7.407804,,,,,,,,,,,,,,
-32.485199,3.514755,,,,,,,,,,,,,,
-28.592148,0.913505,,,,,,,,,,,,,,
-23.999992,6.9E-05,,,,,,,,,,,,,,
-17.999992,-4E-05,,,,,,,,,,,,,,
-11.999991,-4E-05,,,,,,,,,,,,,,
-5.999991,-4E-05,,,,,,,,,,,,,,
9E-06,-4E-05,,,,,,,,,,,,,,
6.000009,-4E-05,,,,,,,,,,,,,,
12.000009,-4E-05,,,,,,,,,,,,,,
18.000008,-4E-05,,,,,,,,,,,,,,
24.000008,-4E-05,,,,,,,,,,,,,,
28.592163,0.913505,,,,,,,,,,,,,,
32.48521,3.514757,,,,,,,,,,,,,,
35.08646,7.407806,,,,,,,,,,,,,,
35.999897,11.999963,,,,,,,,,,,,,,
36.000008,17.999956,,,,,,,,,,,,,,
36.000008,23.999958,,,,,,,,,,,,,,
36.000008,29.99996,,,,,,,,,,,,,,
36.000008,35.999962,,,,,,,,,,,,,,
35.086468,40.592117,,,,,,,,,,,,,,
32.485214,44.485168,,,,,,,,,,,,,,
28.592163,47.086418,,,,,,,,,,,,,,
24.000008,47.999855,,,,,,,,,,,,,,
18.000008,47.999962,,,,,,,,,,,,,,
12.000009,47.999962,,,,,,,,,,,,,,
6.000009,47.999962,,,,,,,,,,,,,,
9E-06,47.999962,,,,,,,,,,,,,,
-4.592143,47.086418,,,,,,,,,,,,,,
-8.48519,44.485161,,,,,,,,,,,,,,
-11.08644,40.592117,,,,,,,,,,,,,,
-11.999877,35.999954,,,,,,,,,,,,,,
-12.913539,31.407801,,,,,,,,,,,,,,
-15.514787,27.514757,,,,,,,,,,,,,,
-19.407837,24.913504,,,,,,,,,,,,,,
-24,24.000067,,,,,,,,,,,,,,
-28.592148,23.086416,,,,,,,,,,,,,,
-32.485195,20.485163,,,,,,,,,,,,,,
-35.086445,16.592113,,,,,,,,,,,,,,
-35.999882,11.999957,,,,,,,,,,,,,,
-35.086449,7.407804,,,,,,,,,,,,,,
-32.485199,3.514755,,,,,,,,,,,,,,
-28.592148,0.913505,,,,,,,,,,,,,,
-23.999992,6.9E-05,,,,,,,,,,,,,,
-17.999992,-4E-05,,,,,,,,,,,,,,
-11.999991,-4E-05,,,,,,,,,,,,,,
-5.999991,-4E-05,,,,,,,,,,,,,,
9E-06,-4E-05,,,,,,,,,,,,,,
